_id,ratio
1000000026,0.02564102564102564
1000000048,0.05454545454545454
1000000092,0.1
1000000156,0.32978723404255317
1000000270,0.26865671641791045
1000000347,0.2962962962962963
1000000415,0.43243243243243246
1000000557,0.13333333333333333
1000000559,0.7317073170731707
1000000571,0.28888888888888886
1000000612,0.07476635514018691
1000000822,0.17777777777777778
1000000845,0
1000000849,0.0379746835443038
1000001606,0.08333333333333333
1000001656,0.18095238095238095
1000001782,0.07936507936507936
1000001859,0.43661971830985913
1000001979,0.11764705882352941
1000001985,0.1504424778761062
1000002071,1
1000002116,0.40540540540540543
1000002119,0.35135135135135137
1000002174,0.2835820895522388
1000002221,0.08695652173913043
1000002239,0.36428571428571427
1000002267,1.1147540983606556
1000002281,0.16666666666666666
1000002514,0.43373493975903615
1000002566,0.1694915254237288
1000002601,0.375
1000002705,0.4728682170542636
1000002769,0.22666666666666666
1000002784,0.17757009345794392
1000002825,0.30357142857142855
1000002884,0.9342105263157895
1000002886,0.11627906976744186
1000002892,0.05454545454545454
1000002896,0.2336448598130841
1000002909,0.05128205128205128
1000002913,0.4
1000002917,0.47619047619047616
1000002922,0.1111111111111111
1000002931,0.12087912087912088
1000002946,0.1694915254237288
1000002963,0.18181818181818182
1000003000,0.23404255319148937
1000003101,0.05063291139240506
1000003243,0.23076923076923078
1000003281,0.7058823529411765
1000003328,0.5074626865671642
1000003345,0.375
1000003364,0.7692307692307693
1000003401,0.25203252032520324
1000003408,0.15217391304347827
1000003436,0.27611940298507465
1000003463,0.08333333333333333
1000003469,0.375
1000003489,0.06451612903225806
1000003495,0.038461538461538464
1000003683,0.16666666666666666
1000003866,0.18
1000004047,0.2
1000004051,0.2066115702479339
1000004155,0.3157894736842105
1000004236,0.7692307692307693
1000004265,0.7272727272727273
1000004278,0.5465116279069767
1000004339,0.6714285714285714
1000004359,1.565217391304348
1000004541,0.3277310924369748
1000004558,0.30526315789473685
1000004600,0.1625
1000004624,0.3269230769230769
1000004707,0.336
1000004711,0.07692307692307693
1000004771,0.271523178807947
1000004778,0.42857142857142855
1000004843,0.7446808510638298
1000005290,0.17647058823529413
1000005557,0.08
1000005576,0.06896551724137931
1000005581,0.24324324324324326
1000005868,1.5384615384615385
1000005879,0.1826086956521739
1000006076,0.7702702702702703
1000006338,0.07142857142857142
1000006451,0.034482758620689655
1000006468,0.7631578947368421
1000006520,0.5333333333333333
1000006671,0.18518518518518517
1000006836,0.4523809523809524
1000006858,0.9516129032258065
1000006887,0.3
1000006902,0.22784810126582278
1000006955,0.12643678160919541
1000007082,0.10144927536231885
1000007089,0.15315315315315314
1000007531,0.12
1000007546,0.640625
1000007684,0.42857142857142855
1000007843,0.4090909090909091
1000007956,0.20833333333333334
1000007991,0.29508196721311475
1000008197,0.34285714285714286
1000008287,0.3076923076923077
1000008299,0.16666666666666666
1000008356,0.07272727272727272
1000008639,0.13793103448275862
1000008688,0.8
1000008794,0.6
1000008809,0.1076923076923077
1000008895,2
1000008922,0.14492753623188406
1000008998,0.2
1000009029,0.3181818181818182
1000009039,0.16666666666666666
1000009094,0.15517241379310345
1000009097,0.20634920634920634
1000009131,0.37777777777777777
