Player ID,Win Rate
1000000026,0.5639
1000000048,0.48009999999999997
1000000092,0.5600999999999999
1000000156,0.4827
1000000270,0.4685
1000000347,0.4777
1000000415,0.51
1000000557,0.49060000000000004
1000000559,0.595
1000000571,0.49560000000000004
1000000612,0.5282
1000000822,0.4879
1000000845,0.5
1000000849,0.5265
1000001606,0.5036999999999999
1000001656,0.49200000000000005
1000001782,0.4917
1000001859,0.48219999999999996
1000001979,0.5477000000000001
1000001985,0.5249
1000002071,0.48710000000000003
1000002116,0.512
1000002119,0.5279
1000002174,0.6551
1000002221,0.479
1000002239,0.5284
1000002267,0.5877
1000002281,0.5943
1000002514,0.5038
1000002566,0.5263
1000002601,0.5367000000000001
1000002705,0.5184000000000001
1000002769,0.5993999999999999
1000002784,0.5874
1000002825,0.5139
1000002884,0.5795
1000002886,0.5344
1000002892,0.445
1000002896,0.5422
1000002909,0.524
1000002913,0.5311
1000002917,0.5748
1000002922,0.5
1000002931,0.5589999999999999
1000002946,0.5303
1000002963,0.5579
1000003000,0.4832
1000003101,0.49060000000000004
1000003243,0.48210000000000003
1000003281,0.4266
1000003328,0.5325
1000003345,0.5118
1000003364,0.644
1000003401,0.49090000000000006
1000003408,0.5157
1000003436,0.47119999999999995
1000003463,0.5126
1000003469,0.4935
1000003489,0.5013000000000001
1000003495,0.5394
1000003683,0.4968
1000003866,0.4987
1000004047,0.5595
1000004051,0.4917
1000004155,0.6448999999999999
1000004236,0.5545
1000004265,0.5019
1000004278,0.5405
1000004339,0.5275
1000004359,0.48700000000000004
1000004541,0.4401
1000004558,0.4857
1000004600,0.5550999999999999
1000004624,0.5402
1000004707,0.5333
1000004711,0.4971
1000004771,0.5408
1000004778,0.6043
1000004843,0.5598
1000005290,0.4667
1000005557,0.5031
1000005576,0.4829
1000005581,0.6041
1000005868,0.5064
1000005879,0.53
1000006076,0.6544
1000006338,0.44780000000000003
1000006451,0.5398
1000006468,0.5093
1000006520,0.5619
1000006671,0.5316
1000006836,0.4445
1000006858,0.5079
1000006887,0.6034
1000006902,0.6670999999999999
1000006955,0.4686
1000007082,0.502
1000007089,0.5692
1000007531,0.5089
1000007546,0.5518
1000007684,0.5159
1000007843,0.48869999999999997
1000007956,0.504
1000007991,0.5304
1000008197,0.4708
1000008287,0.5908
1000008299,0.5051
1000008356,0.5025
1000008639,0.5513
1000008688,0.6325
1000008794,0.4894
1000008809,0.5821999999999999
1000008895,0.4882
1000008922,0.5135000000000001
1000008998,0.5709000000000001
1000009029,0.5414
1000009039,0.4631
1000009094,0.4817
1000009097,0.5078
1000009131,0.5105
1000009194,0.5344
1000009250,0.4886
1000009256,0.5299
1000009259,0.5189
1000009290,0.5385
1000009293,0.5228
1000009331,0.5544
1000009366,0.6069
1000009460,0.5670000000000001
1000009497,0.4718
1000009528,0.5367000000000001
1000009735,0.47979999999999995
1000009785,0.5004
1000009801,0.5276
1000010303,0.4991
1000010322,0.4758
1000010375,0.48450000000000004
1000010461,0.4471
1000010544,0.5631
1000010581,0.5167
1000010607,0.4829
1000010645,0.5568
1000010767,0.5611
1000010790,0.5228
1000010892,0.5384
1000011053,0.4911
1000011180,0.5437
1000011287,0.5557
1000011368,0.4904
1000011412,0.503
1000011545,0.5688
1000011584,0.5661999999999999
1000011615,0.48869999999999997
1000011634,0.5609000000000001
1000011664,0.469
1000011674,0.52
1000011681,0.534
1000011708,0.4468
1000011734,0.4686
1000011747,0.5065999999999999
1000011771,0.5019
1000011777,0.5432
1000011935,0.5546
1000011949,0.524
1000011990,0.513
1000012027,0.49
1000012033,0.5907
1000012076,0.46909999999999996
1000012085,0.5881000000000001
1000012111,0.5635
1000012159,0.5579999999999999
1000012160,0.5725
1000012189,0.4789
1000012214,0.5423
1000012353,0.5514
1000012660,0.5323
1000012860,0.5288
1000012904,0.5044
1000013030,0.5681
1000013064,0.5199
1000013065,0.5760000000000001
1000013107,0.49219999999999997
1000013358,0.5681
1000013515,0.5201
1000013609,0.5221
1000013615,0.5382
1000013618,0.5072
1000013703,0.4765
1000013812,0.5838
1000013857,0.5019
1000013861,0.5504
1000013923,0.5047999999999999
1000013949,0.5292
1000013991,0.505
1000014051,0.4414
1000014100,0.5831000000000001
1000014214,0.5174
1000014547,0.5242
1000014660,0.4628
1000014789,0.4938
1000015034,0.4743
1000015063,0.5572
1000015090,0.5373
1000015100,0.503
1000015107,0.4754
1000015116,0.5169
1000015143,0.4955
1000015185,0.5579
1000015196,0.5009
1000015224,0.6109
1000015232,0.5509000000000001
1000015241,0.4939
1000015338,0.6123
1000015375,0.48719999999999997
1000015443,0.5095000000000001
1000015682,0.5321
1000015847,0.46950000000000003
1000015920,0.5202
1000015932,0.6048
1000015966,0.5998
1000016057,0.5064
1000016181,0.5577000000000001
1000016211,0.5295000000000001
1000016289,0.7537999999999999
1000016365,0.5699000000000001
1000016469,0.6592
1000016502,0.5284
1000016589,0.4731
1000016590,0.5131
1000016606,0.6025
1000016632,0.44549999999999995
1000016655,0.6153
1000016709,0.5670000000000001
1000016715,0.534
1000016743,0.5255
1000016850,0.5273
1000016999,0.5644
1000017066,0.4291
1000017078,0.49979999999999997
1000017117,0.5109
1000017138,0.5529999999999999
1000017174,0.561
1000017196,0.5924
1000017321,0.5011
1000017340,0.5574
1000017351,0.6208
1000017391,0.4993
1000017433,0.5196999999999999
1000017461,0.5027
1000017474,0.5875
1000017493,0.5281
1000017565,0.4235
1000017659,0.483
1000017812,0.506
1000018109,0.5072
1000018239,0.5682
1000018262,0.5339
1000018355,0.5259
